time(s);keff(-);power(W);flux0;flux1(m-2s-1);TFuel_Max;Avg;Min;TCladding_Max;Avg;Min;TCoolant_Max;Avg;Min(K);
145.5684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
145.7684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
145.9684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
146.1684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
146.3684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
146.5684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
146.7684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
146.9684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
147.1684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
147.3684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
147.5684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
147.7684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
147.9684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
148.1684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
148.3684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
148.5684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
148.7684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
148.9684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
149.1684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
149.3684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
149.5684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
149.7684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
149.9684166;1;1e+07;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
