time(s);keff(-);power(W);flux0;flux1(m-2s-1);TFuel_Max;Avg;Min;TCladding_Max;Avg;Min;TCoolant_Max;Avg;Min(K);
61.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
62;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
62.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
62.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
62.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
62.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
63;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
63.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
63.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
63.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
63.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
64;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
64.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
64.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
64.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
64.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
65;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
65.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
65.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
65.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
65.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
66;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
66.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
66.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
66.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
66.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
67;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
67.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
67.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
67.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
67.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
68;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
68.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
68.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
68.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
68.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
69;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
69.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
69.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
69.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
69.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
70;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
70.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
70.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
70.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
70.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
71;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
71.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
71.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
71.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
71.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
72;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
72.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
72.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
72.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
72.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
73;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
73.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
73.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
73.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
73.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
74;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
74.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
74.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
74.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
74.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
75;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
75.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
75.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
75.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
75.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
76;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
76.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
76.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
76.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
76.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
77;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
77.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
77.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
77.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
77.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
78;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
78.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
78.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
78.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
78.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
79;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
79.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
79.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
79.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
79.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
80;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
80.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
80.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
80.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
80.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
81;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
81.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
81.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
81.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
81.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
82;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
82.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
82.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
82.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
82.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
83;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
83.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
83.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
83.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
83.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
84;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
84.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
84.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
84.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
84.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
85;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
85.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
85.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
85.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
85.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
86;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
86.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
86.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
86.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
86.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
87;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
87.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
87.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
87.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
87.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
88;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
88.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
88.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
88.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
88.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
89;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
89.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
89.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
89.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
89.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
90;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
90.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
90.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
90.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
90.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
91;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
91.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
91.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
91.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
91.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
92;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
92.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
92.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
92.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
92.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
93;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
93.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
93.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
93.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
93.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
94;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
94.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
94.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
94.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
94.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
95;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
95.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
95.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
95.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
95.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
96;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
96.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
96.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
96.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
96.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
97;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
97.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
97.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
97.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
97.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
98;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
98.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
98.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
98.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
98.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
99;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
99.2;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
99.4;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
99.6;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
99.8;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
100;1.00346;0.2;0.1;0.1;0;0;0;0;0;0;600;599.99;599.99;
